LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,geometry,BACKGROUND_TEMP,TEMP_DIFF,ML_FIRE_CLASS,LAT_GRID,LON_GRID,PERSISTENCE_DAYS,IS_PERSISTENT,FRP_LOG,IS_NIGHT,CONFIDENCE_NUM,FIRE_CLASS,PERSISTENCE_LEVEL
9.49829,78.58751,341.0,0.48,0.4,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,303.32,5.9,D,POINT (78.58751 9.49829),303.32,37.68000000000001,Forest / Wildlife Fire,9.5,78.59,3,1,1.9315214116032138,0,1,Forest / Wildlife Fire,Medium
9.50196,78.5869,340.78,0.48,0.4,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,302.72,4.38,D,POINT (78.5869 9.50196),302.72,38.059999999999945,Forest / Wildlife Fire,9.5,78.59,3,1,1.682688374173693,0,1,Forest / Wildlife Fire,Medium
9.52232,78.6191,345.64,0.48,0.4,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,303.81,6.48,D,POINT (78.6191 9.52232),303.81,41.829999999999984,Agricultural Fire,9.52,78.62,1,0,2.012232791986386,0,1,Agricultural Fire,Low
9.53569,78.58579,341.3,0.48,0.4,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,303.52,5.92,D,POINT (78.58579 9.53569),303.52,37.78000000000003,Agricultural Fire,9.54,78.59,1,0,1.9344157696295783,0,1,Agricultural Fire,Low
9.36069,77.42778,333.71,0.55,0.43,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,300.06,1.68,D,POINT (77.42778 9.36069),300.06,33.64999999999998,Agricultural Fire,9.36,77.43,1,0,0.9858167945227653,0,1,Agricultural Fire,Low
9.58614,78.75809,337.71,0.47,0.4,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,303.09,5.41,D,POINT (78.75809 9.58614),303.09,34.620000000000005,Agricultural Fire,9.59,78.76,1,0,1.8578592709325787,0,1,Agricultural Fire,Low
9.59238,78.17186,336.5,0.5,0.41,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,304.68,6.93,D,POINT (78.17186 9.59238),304.68,31.819999999999993,Agricultural Fire,9.59,78.17,1,0,2.0706530356467567,0,1,Agricultural Fire,Low
9.83738,79.03957,332.49,0.45,0.39,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,296.89,1.56,D,POINT (79.03957 9.83738),296.89,35.60000000000002,Agricultural Fire,9.84,79.04,1,0,0.9400072584914712,0,1,Agricultural Fire,Low
9.63808,77.65016,335.89,0.53,0.42,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,300.7,3.18,D,POINT (77.65016 9.63808),300.7,35.19,Agricultural Fire,9.64,77.65,1,0,1.430311246536665,0,1,Agricultural Fire,Low
9.63872,77.64775,335.1,0.53,0.42,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,299.02,2.03,D,POINT (77.64775 9.63872),299.02,36.08000000000004,Agricultural Fire,9.64,77.65,1,0,1.1085626195212777,0,1,Agricultural Fire,Low
9.80842,77.77908,333.75,0.52,0.42,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,301.03,0.66,D,POINT (77.77908 9.80842),301.03,32.72000000000003,Other Thermal Anomaly,9.81,77.78,1,0,0.5068176023684519,0,1,Other Thermal Anomaly,Low
10.45438,79.4698,332.35,0.43,0.38,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,293.36,2.88,D,POINT (79.4698 10.45438),293.36,38.99000000000001,Agricultural Fire,10.45,79.47,1,0,1.355835153635182,0,1,Agricultural Fire,Low
10.74534,79.65548,330.09,0.42,0.38,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,294.8,1.76,D,POINT (79.65548 10.74534),294.8,35.289999999999964,Agricultural Fire,10.75,79.66,1,0,1.0152306797290584,0,1,Agricultural Fire,Low
10.42785,77.31463,333.76,0.54,0.42,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,298.66,4.3,D,POINT (77.31463 10.42785),298.66,35.099999999999966,Agricultural Fire,10.43,77.31,1,0,1.667706820558076,0,1,Agricultural Fire,Low
15.10308,76.81673,330.34,0.5,0.41,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,298.21,4.12,D,POINT (76.81673 15.10308),298.21,32.129999999999995,Agricultural Fire,15.1,76.82,1,0,1.6331544390514163,0,1,Agricultural Fire,Low
15.17645,76.65532,339.47,0.51,0.41,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,298.27,8.44,D,POINT (76.65532 15.17645),298.27,41.200000000000045,Forest / Wildlife Fire,15.18,76.66,23,1,2.244955980157409,0,1,Forest / Wildlife Fire,Very High
15.23431,76.65596,330.36,0.51,0.41,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,293.53,4.08,D,POINT (76.65596 15.23431),293.53,36.83000000000004,Agricultural Fire,15.23,76.66,1,0,1.6253112615903906,0,1,Agricultural Fire,Low
16.36248,81.4715,330.16,0.39,0.36,2026-07-09,0801,SNPP,SNPP,n,2.0NRT,299.16,3.44,D,POINT (81.4715 16.36248),299.16,31.0,Agricultural Fire,16.36,81.47,1,0,1.4906543764441333,0,1,Agricultural Fire,Low
30.7491,74.23522,340.2,0.42,0.38,2026-07-09,0807,SNPP,SNPP,l,2.0NRT,303.08,4.4,D,POINT (74.23522 30.7491),303.08,37.120000000000005,Agricultural Fire,30.75,74.24,1,0,1.6863989535702288,0,0,Agricultural Fire,Low
30.89677,75.44381,330.74,0.39,0.36,2026-07-09,0807,SNPP,SNPP,l,2.0NRT,298.41,1.14,D,POINT (75.44381 30.89677),298.41,32.329999999999984,Agricultural Fire,30.9,75.44,1,0,0.76080582903376,0,0,Agricultural Fire,Low
30.95078,75.41495,336.09,0.39,0.36,2026-07-09,0807,SNPP,SNPP,l,2.0NRT,297.99,3.6,D,POINT (75.41495 30.95078),297.99,38.099999999999966,Agricultural Fire,30.95,75.41,1,0,1.5260563034950492,0,0,Agricultural Fire,Low
25.15227,76.17882,295.09,0.47,0.4,2026-07-09,2032,SNPP,SNPP,n,2.0NRT,262.75,0.37,N,POINT (76.17882 25.15227),262.75,32.339999999999975,Other Thermal Anomaly,25.15,76.18,1,0,0.31481073984003355,1,1,Other Thermal Anomaly,Low
23.68473,86.39188,296.21,0.47,0.48,2026-07-09,2032,SNPP,SNPP,n,2.0NRT,280.91,1.11,N,POINT (86.39188 23.68473),280.91,15.299999999999955,Other Thermal Anomaly,23.68,86.39,16,1,0.7466879474879752,1,1,Other Thermal Anomaly,Very High
15.3382,76.2793,305.7,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.59,0.67,N,POINT (76.2793 15.3382),291.59,14.110000000000014,Other Thermal Anomaly,15.34,76.28,6,1,0.5128236264286639,1,1,Other Thermal Anomaly,High
15.33373,76.28606,315.29,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.62,1.14,N,POINT (76.28606 15.33373),291.62,23.670000000000016,Other Thermal Anomaly,15.33,76.29,10,1,0.76080582903376,1,1,Other Thermal Anomaly,Very High
19.96313,79.33547,306.59,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,290.31,0.95,N,POINT (79.33547 19.96313),290.31,16.279999999999973,Other Thermal Anomaly,19.96,79.34,6,1,0.6678293725756554,1,1,Other Thermal Anomaly,High
19.78671,79.14857,311.74,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,293.42,1.81,N,POINT (79.14857 19.78671),293.42,18.319999999999993,Agricultural Fire,19.79,79.15,2,0,1.0331844833456545,1,1,Agricultural Fire,Medium
19.93535,73.71201,300.92,0.55,0.43,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,287.23,0.62,N,POINT (73.71201 19.93535),287.23,13.689999999999998,Other Thermal Anomaly,19.94,73.71,7,1,0.4824261492442927,1,1,Other Thermal Anomaly,High
17.14096,77.18254,302.22,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,280.93,0.34,N,POINT (77.18254 17.14096),280.93,21.29000000000002,Other Thermal Anomaly,17.14,77.18,7,1,0.29266961396282,1,1,Other Thermal Anomaly,High
15.91473,77.36284,300.63,0.38,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,282.47,0.45,N,POINT (77.36284 15.91473),282.47,18.159999999999968,Other Thermal Anomaly,15.91,77.36,1,0,0.37156355643248307,1,1,Other Thermal Anomaly,Low
15.1736,76.69089,325.04,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.62,2.53,N,POINT (76.69089 15.1736),291.62,33.420000000000016,Other Thermal Anomaly,15.17,76.69,13,1,1.2612978709452054,1,1,Other Thermal Anomaly,Very High
15.17862,76.65855,309.19,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.13,1.88,N,POINT (76.65855 15.17862),292.13,17.060000000000002,Other Thermal Anomaly,15.18,76.66,23,1,1.0577902941478545,1,1,Other Thermal Anomaly,Very High
15.17585,76.65441,326.17,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,293.21,1.92,N,POINT (76.65441 15.17585),293.21,32.960000000000036,Other Thermal Anomaly,15.18,76.65,12,1,1.0715836162801904,1,1,Other Thermal Anomaly,Very High
15.17529,76.658,312.69,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.09,1.92,N,POINT (76.658 15.17529),292.09,20.600000000000023,Other Thermal Anomaly,15.18,76.66,23,1,1.0715836162801904,1,1,Other Thermal Anomaly,Very High
15.17474,76.66159,311.29,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.38,1.07,N,POINT (76.66159 15.17474),292.38,18.910000000000025,Other Thermal Anomaly,15.17,76.66,11,1,0.7275486072772778,1,1,Other Thermal Anomaly,Very High
15.17085,76.66464,307.22,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.34,1.07,N,POINT (76.66464 15.17085),292.34,14.880000000000052,Other Thermal Anomaly,15.17,76.66,11,1,0.7275486072772778,1,1,Other Thermal Anomaly,Very High
15.1703,76.66824,306.48,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.65,0.96,N,POINT (76.66824 15.1703),291.65,14.830000000000041,Other Thermal Anomaly,15.17,76.67,10,1,0.6729444732424258,1,1,Other Thermal Anomaly,Very High
15.16974,76.67184,312.83,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.86,0.96,N,POINT (76.67184 15.16974),291.86,20.96999999999997,Other Thermal Anomaly,15.17,76.67,10,1,0.6729444732424258,1,1,Other Thermal Anomaly,Very High
15.13703,76.70695,304.48,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.14,1.0,N,POINT (76.70695 15.13703),291.14,13.340000000000032,Other Thermal Anomaly,15.14,76.71,7,1,0.6931471805599453,1,1,Other Thermal Anomaly,High
15.0721,76.86481,307.0,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.48,1.19,N,POINT (76.86481 15.0721),292.48,14.519999999999982,Other Thermal Anomaly,15.07,76.86,4,1,0.7839015438284094,1,1,Other Thermal Anomaly,High
22.99647,72.24243,304.94,0.49,0.49,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.2,0.62,N,POINT (72.24243 22.99647),291.2,13.740000000000009,Other Thermal Anomaly,23.0,72.24,1,0,0.4824261492442927,1,1,Other Thermal Anomaly,Low
22.93443,69.69368,297.64,0.35,0.57,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,274.92,0.3,N,POINT (69.69368 22.93443),274.92,22.71999999999997,Other Thermal Anomaly,22.93,69.69,1,0,0.262364264467491,1,1,Other Thermal Anomaly,Low
21.1856,81.3843,299.91,0.43,0.38,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,275.33,0.96,N,POINT (81.3843 21.1856),275.33,24.58000000000004,Other Thermal Anomaly,21.19,81.38,1,0,0.6729444732424258,1,1,Other Thermal Anomaly,Low
21.18213,81.38361,296.37,0.43,0.38,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,273.03,0.96,N,POINT (81.38361 21.18213),273.03,23.340000000000032,Other Thermal Anomaly,21.18,81.38,8,1,0.6729444732424258,1,1,Other Thermal Anomaly,Very High
21.18143,81.38772,312.25,0.43,0.38,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,274.85,0.96,N,POINT (81.38772 21.18143),274.85,37.39999999999998,Other Thermal Anomaly,21.18,81.39,10,1,0.6729444732424258,1,1,Other Thermal Anomaly,Very High
19.8093,79.30437,312.69,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.97,1.97,N,POINT (79.30437 19.8093),291.97,20.71999999999997,Agricultural Fire,19.81,79.3,1,0,1.0885619528146082,1,1,Agricultural Fire,Low
15.18014,77.10234,306.29,0.38,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.09,0.64,N,POINT (77.10234 15.18014),292.09,14.200000000000045,Other Thermal Anomaly,15.18,77.1,17,1,0.49469624183610705,1,1,Other Thermal Anomaly,Very High
15.17683,77.10179,306.93,0.38,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.92,0.64,N,POINT (77.10179 15.17683),291.92,15.009999999999991,Other Thermal Anomaly,15.18,77.1,17,1,0.49469624183610705,1,1,Other Thermal Anomaly,Very High
15.02224,78.01313,313.26,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.31,1.38,N,POINT (78.01313 15.02224),291.31,21.94999999999999,Other Thermal Anomaly,15.02,78.01,9,1,0.8671004876833833,1,1,Other Thermal Anomaly,Very High
15.35754,75.69088,316.21,0.41,0.37,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,287.63,1.67,N,POINT (75.69088 15.35754),287.63,28.579999999999984,Agricultural Fire,15.36,75.69,1,0,0.9820784724121582,1,1,Agricultural Fire,Low
15.35414,75.69035,324.28,0.41,0.37,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,288.37,1.67,N,POINT (75.69035 15.35414),288.37,35.90999999999997,Agricultural Fire,15.35,75.69,1,0,0.9820784724121582,1,1,Agricultural Fire,Low
15.18637,76.67455,316.19,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,291.64,1.55,N,POINT (76.67455 15.18637),291.64,24.55000000000001,Other Thermal Anomaly,15.19,76.67,3,1,0.9360933591703349,1,1,Other Thermal Anomaly,Medium
15.18416,76.66682,332.02,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.44,4.46,N,POINT (76.66682 15.18416),292.44,39.579999999999984,Forest / Wildlife Fire,15.18,76.67,23,1,1.6974487897568136,1,1,Forest / Wildlife Fire,Very High
15.18304,76.674,314.35,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,293.19,1.55,N,POINT (76.674 15.18304),293.19,21.160000000000025,Other Thermal Anomaly,15.18,76.67,23,1,0.9360933591703349,1,1,Other Thermal Anomaly,Very High
15.18083,76.66628,320.06,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.82,2.57,N,POINT (76.66628 15.18083),292.82,27.24000000000001,Other Thermal Anomaly,15.18,76.67,23,1,1.2725655957915476,1,1,Other Thermal Anomaly,Very High
15.18306,76.6519,307.86,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.14,1.09,N,POINT (76.6519 15.18306),292.14,15.720000000000027,Other Thermal Anomaly,15.18,76.65,12,1,0.7371640659767197,1,1,Other Thermal Anomaly,Very High
15.17972,76.67346,309.29,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.72,2.12,N,POINT (76.67346 15.17972),292.72,16.569999999999993,Other Thermal Anomaly,15.18,76.67,23,1,1.1378330018213911,1,1,Other Thermal Anomaly,Very High
15.17917,76.65495,330.64,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,293.23,1.88,N,POINT (76.65495 15.17917),293.23,37.40999999999997,Other Thermal Anomaly,15.18,76.65,12,1,1.0577902941478545,1,1,Other Thermal Anomaly,Very High
15.17583,76.67651,327.8,0.39,0.36,2026-07-09,2034,SNPP,SNPP,n,2.0NRT,292.16,3.21,N,POINT (76.67651 15.17583),292.16,35.639999999999986,Forest / Wildlife Fire,15.18,76.68,18,1,1.43746264769429,1,1,Forest / Wildlife Fire,Very High
12.74697,77.62044,306.95,0.39,0.36,2026-07-09,2036,SNPP,SNPP,n,2.0NRT,281.44,1.03,N,POINT (77.62044 12.74697),281.44,25.50999999999999,Other Thermal Anomaly,12.75,77.62,4,1,0.708035793053696,1,1,Other Thermal Anomaly,High
14.59787,77.21084,303.99,0.38,0.36,2026-07-09,2036,SNPP,SNPP,n,2.0NRT,291.47,0.33,N,POINT (77.21084 14.59787),291.47,12.519999999999982,Other Thermal Anomaly,14.6,77.21,2,0,0.2851789422336624,1,1,Other Thermal Anomaly,Medium
14.50554,77.42854,309.64,0.38,0.36,2026-07-09,2036,SNPP,SNPP,n,2.0NRT,291.7,0.62,N,POINT (77.42854 14.50554),291.7,17.939999999999998,Other Thermal Anomaly,14.51,77.43,1,0,0.4824261492442927,1,1,Other Thermal Anomaly,Low
14.57034,76.91113,311.69,0.38,0.36,2026-07-09,2036,SNPP,SNPP,n,2.0NRT,291.08,0.95,N,POINT (76.91113 14.57034),291.08,20.610000000000014,Other Thermal Anomaly,14.57,76.91,1,0,0.6678293725756554,1,1,Other Thermal Anomaly,Low
13.88379,79.19568,304.13,0.42,0.37,2026-07-09,2036,SNPP,SNPP,n,2.0NRT,286.64,0.48,N,POINT (79.19568 13.88379),286.64,17.49000000000001,Other Thermal Anomaly,13.88,79.2,1,0,0.3920420877760237,1,1,Other Thermal Anomaly,Low
14.21336,76.94363,303.5,0.38,0.36,2026-07-09,2036,SNPP,SNPP,n,2.0NRT,290.93,0.54,N,POINT (76.94363 14.21336),290.93,12.569999999999993,Other Thermal Anomaly,14.21,76.94,1,0,0.43178241642553783,1,1,Other Thermal Anomaly,Low
13.04872,77.64144,302.98,0.39,0.36,2026-07-09,2036,SNPP,SNPP,n,2.0NRT,288.19,0.63,N,POINT (77.64144 13.04872),288.19,14.79000000000002,Other Thermal Anomaly,13.05,77.64,1,0,0.48858001481867097,1,1,Other Thermal Anomaly,Low
9.46056,78.69195,334.56,0.62,0.54,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,293.41,7.48,D,POINT (78.69195 9.46056),293.41,41.14999999999998,Forest / Wildlife Fire,9.46,78.69,3,1,2.1377104498038118,0,1,Forest / Wildlife Fire,Medium
8.82233,78.04826,337.61,0.35,0.57,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,282.87,5.54,D,POINT (78.04826 8.82233),282.87,54.74000000000001,Agricultural Fire,8.82,78.05,1,0,1.8779371654691073,0,1,Agricultural Fire,Low
9.71217,78.94862,342.58,0.59,0.53,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,294.35,4.46,D,POINT (78.94862 9.71217),294.35,48.22999999999996,Agricultural Fire,9.71,78.95,1,0,1.6974487897568136,0,1,Agricultural Fire,Low
9.71121,78.94325,330.73,0.59,0.53,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,293.51,4.46,D,POINT (78.94325 9.71121),293.51,37.22000000000003,Agricultural Fire,9.71,78.94,1,0,1.6974487897568136,0,1,Agricultural Fire,Low
9.85904,78.06031,336.0,0.34,0.56,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,290.0,2.83,D,POINT (78.06031 9.85904),290.0,46.0,Agricultural Fire,9.86,78.06,1,0,1.3428648031925547,0,1,Agricultural Fire,Low
10.80501,79.60105,336.82,0.51,0.49,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,295.8,3.86,D,POINT (79.60105 10.80501),295.8,41.01999999999998,Agricultural Fire,10.81,79.6,1,0,1.5810384379124023,0,1,Agricultural Fire,Low
9.38399,78.66464,336.32,0.62,0.54,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,293.72,5.53,D,POINT (78.66464 9.38399),293.72,42.599999999999966,Agricultural Fire,9.38,78.66,1,0,1.8764069432883397,0,1,Agricultural Fire,Low
9.38354,78.66555,337.38,0.62,0.54,2026-07-10,0741,SNPP,SNPP,n,2.0NRT,293.82,4.37,D,POINT (78.66555 9.38354),293.82,43.56,Agricultural Fire,9.38,78.67,1,0,1.6808279085207734,0,1,Agricultural Fire,Low
18.00008,79.46113,342.1,0.4,0.44,2026-07-10,0744,SNPP,SNPP,n,2.0NRT,289.76,3.43,D,POINT (79.46113 18.00008),289.76,52.34000000000003,Agricultural Fire,18.0,79.46,1,0,1.4883995840570443,0,1,Agricultural Fire,Low
31.13703,75.44481,341.81,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,298.32,5.56,D,POINT (75.44481 31.13703),298.32,43.49000000000001,Agricultural Fire,31.14,75.44,1,0,1.8809906029559975,0,1,Agricultural Fire,Low
30.68677,75.71783,331.59,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,296.91,2.56,D,POINT (75.71783 30.68677),296.91,34.67999999999995,Agricultural Fire,30.69,75.72,1,0,1.269760544863939,0,1,Agricultural Fire,Low
30.91456,75.65717,342.97,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,299.15,13.87,D,POINT (75.65717 30.91456),299.15,43.82000000000005,Agricultural Fire,30.91,75.66,1,0,2.6993457604720636,0,1,Agricultural Fire,Low
30.92801,75.64083,343.0,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,298.37,4.45,D,POINT (75.64083 30.92801),298.37,44.629999999999995,Agricultural Fire,30.93,75.64,1,0,1.6956156086751528,0,1,Agricultural Fire,Low
30.92058,75.43673,341.45,0.4,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.73,2.62,D,POINT (75.43673 30.92058),297.73,43.71999999999997,Agricultural Fire,30.92,75.44,2,0,1.2864740258376797,0,1,Agricultural Fire,Medium
31.06468,75.42121,332.11,0.4,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.18,2.98,D,POINT (75.42121 31.06468),297.18,34.93000000000001,Agricultural Fire,31.06,75.42,1,0,1.3812818192963463,0,1,Agricultural Fire,Low
31.07122,75.43248,341.26,0.4,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.53,5.74,D,POINT (75.43248 31.07122),297.53,43.73000000000002,Agricultural Fire,31.07,75.43,1,0,1.9080599249242156,0,1,Agricultural Fire,Low
31.07037,75.42837,341.11,0.4,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.17,5.74,D,POINT (75.42837 31.07037),297.17,43.94,Agricultural Fire,31.07,75.43,1,0,1.9080599249242156,0,1,Agricultural Fire,Low
31.0518,75.27596,331.64,0.4,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.36,2.51,D,POINT (75.27596 31.0518),297.36,34.27999999999997,Agricultural Fire,31.05,75.28,1,0,1.2556160374777743,0,1,Agricultural Fire,Low
31.13889,75.49593,334.66,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,298.37,2.0,D,POINT (75.49593 31.13889),298.37,36.29000000000002,Agricultural Fire,31.14,75.5,1,0,1.0986122886681098,0,1,Agricultural Fire,Low
31.11827,75.39364,330.55,0.4,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.02,2.17,D,POINT (75.39364 31.11827),297.02,33.53000000000003,Agricultural Fire,31.12,75.39,1,0,1.1537315878891892,0,1,Agricultural Fire,Low
31.08598,75.21336,341.66,0.41,0.45,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.09,3.96,D,POINT (75.21336 31.08598),297.09,44.57000000000005,Agricultural Fire,31.09,75.21,1,0,1.601405740736836,0,1,Agricultural Fire,Low
31.13785,75.4489,335.56,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.72,5.56,D,POINT (75.4489 31.13785),297.72,37.839999999999975,Agricultural Fire,31.14,75.45,1,0,1.8809906029559975,0,1,Agricultural Fire,Low
31.1532,75.48343,333.26,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.56,1.85,D,POINT (75.48343 31.1532),297.56,35.69999999999999,Agricultural Fire,31.15,75.48,1,0,1.0473189942805592,0,1,Agricultural Fire,Low
31.1752,75.46503,331.36,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,296.76,1.91,D,POINT (75.46503 31.1752),296.76,34.60000000000002,Agricultural Fire,31.18,75.47,1,0,1.0681530811834012,0,1,Agricultural Fire,Low
31.30137,75.4652,337.12,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,298.1,2.81,D,POINT (75.4652 31.30137),298.1,39.01999999999998,Agricultural Fire,31.3,75.47,1,0,1.3376291891386096,0,1,Agricultural Fire,Low
31.42397,75.42454,332.42,0.39,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,296.64,2.8,D,POINT (75.42454 31.42397),296.64,35.78000000000003,Agricultural Fire,31.42,75.42,1,0,1.33500106673234,0,1,Agricultural Fire,Low
31.45079,75.53637,330.07,0.38,0.44,2026-07-10,0748,SNPP,SNPP,n,2.0NRT,297.09,1.82,D,POINT (75.53637 31.45079),297.09,32.98000000000002,Agricultural Fire,31.45,75.54,1,0,1.0367368849500223,0,1,Agricultural Fire,Low
22.87362,88.21392,302.49,0.39,0.36,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,288.67,1.61,N,POINT (88.21392 22.87362),288.67,13.819999999999993,Other Thermal Anomaly,22.87,88.21,3,1,0.959350221334602,1,1,Other Thermal Anomaly,Medium
22.60993,85.91341,295.96,0.39,0.36,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,283.46,0.83,N,POINT (85.91341 22.60993),283.46,12.5,Other Thermal Anomaly,22.61,85.91,8,1,0.6043159668533294,1,1,Other Thermal Anomaly,Very High
18.687,73.03345,299.6,0.63,0.72,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,279.01,2.13,N,POINT (73.03345 18.687),279.01,20.590000000000032,Other Thermal Anomaly,18.69,73.03,11,1,1.1410330045520618,1,1,Other Thermal Anomaly,Very High
23.77705,85.99458,305.7,0.4,0.37,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,288.27,1.67,N,POINT (85.99458 23.77705),288.27,17.430000000000007,Agricultural Fire,23.78,85.99,2,0,0.9820784724121582,1,1,Agricultural Fire,Medium
23.77311,85.99786,306.05,0.4,0.37,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,290.48,1.92,N,POINT (85.99786 23.77311),290.48,15.569999999999993,Other Thermal Anomaly,23.77,86.0,3,1,1.0715836162801904,1,1,Other Thermal Anomaly,Medium
23.8255,85.49783,310.17,0.41,0.37,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,292.46,2.75,N,POINT (85.49783 23.8255),292.46,17.710000000000036,Other Thermal Anomaly,23.83,85.5,3,1,1.3217558399823195,1,1,Other Thermal Anomaly,Medium
23.82266,85.49324,307.64,0.41,0.37,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,292.21,2.49,N,POINT (85.49324 23.82266),292.21,15.430000000000007,Other Thermal Anomaly,23.82,85.49,3,1,1.2499017362143359,1,1,Other Thermal Anomaly,Medium
23.78344,85.57362,310.01,0.41,0.37,2026-07-16,2002,SNPP,SNPP,n,2.0NRT,291.58,1.81,N,POINT (85.57362 23.78344),291.58,18.430000000000007,Other Thermal Anomaly,23.78,85.57,9,1,1.0331844833456545,1,1,Other Thermal Anomaly,Very High
